Unnamed: 0,O'Connell Street at Clerys,Grafton St at Card Gallery,Grafton St at M&S,O'Connell Street at Easons,Henry Street at Butlers,Grafton St at Korkys
23/01/2010 07:00,320,390,370,80,293,391
23/01/2010 08:00,615,664,1815,178,700,789
23/01/2010 09:00,1008,1253,3819,328,1370,1376
23/01/2010 10:00,1939,2235,5164,966,2704,2448
23/01/2010 11:00,2575,4828,5819,1424,3815,4669
23/01/2010 12:00,5845,7493,5987,1708,5635,6763
23/01/2010 13:00,7880,8934,5168,1697,6310,8469
23/01/2010 14:00,3518,10125,4448,2086,7078,8789
23/01/2010 15:00,3386,10843,3922,2367,7194,8570
23/01/2010 16:00,3681,11125,4973,2328,6752,8775
23/01/2010 17:00,3161,12049,6064,1956,6679,5240
23/01/2010 18:00,2726,6696,4013,1648,4492,2360
23/01/2010 19:00,1867,3270,2399,1046,2338,1432
23/01/2010 20:00,1481,2513,1604,544,1178,1093
23/01/2010 21:00,1161,2113,1347,432,847,1133
23/01/2010 22:00,1524,2078,1385,585,794,1027
23/01/2010 23:00,916,2074,1803,355,398,1006
24/01/2010 00:00,513,1678,1436,234,215,705
24/01/2010 01:00,292,1258,1501,213,161,545
24/01/2010 02:00,302,1008,1588,182,137,773
24/01/2010 03:00,388,1894,2145,149,166,822
24/01/2010 04:00,126,652,1089,45,73,165
24/01/2010 05:00,53,153,250,15,57,92
24/01/2010 06:00,97,152,207,29,97,119
24/01/2010 07:00,128,219,211,28,102,142
24/01/2010 08:00,194,213,680,55,118,249
24/01/2010 09:00,425,458,1397,178,618,501
24/01/2010 10:00,756,1027,2865,422,1595,1165
24/01/2010 11:00,1478,1910,4283,573,2280,2319
24/01/2010 12:00,2578,3445,5529,820,3246,3226
24/01/2010 13:00,2936,5735,4553,1006,4564,3448
24/01/2010 14:00,1802,5356,6258,1224,5287,4444
24/01/2010 15:00,1730,6266,5766,1256,4351,5424
24/01/2010 16:00,1950,6674,6367,1369,4612,4719
24/01/2010 17:00,2064,7100,4572,1211,4269,2996
24/01/2010 18:00,1779,3689,2590,837,2757,1293
24/01/2010 19:00,1288,1629,1190,617,1442,715
24/01/2010 20:00,1142,1133,796,441,851,626
24/01/2010 21:00,805,869,616,320,479,457
24/01/2010 22:00,876,635,449,286,312,361
24/01/2010 23:00,470,490,409,176,187,253
25/01/2010 00:00,204,232,191,64,71,91
25/01/2010 01:00,96,204,180,39,39,152
25/01/2010 02:00,60,184,63,25,32,66
25/01/2010 03:00,41,93,58,37,67,60
25/01/2010 04:00,27,130,39,15,59,119
25/01/2010 05:00,58,174,215,19,120,235
25/01/2010 06:00,316,502,539,64,205,496
25/01/2010 07:00,834,1186,952,177,379,1459
25/01/2010 08:00,1951,2134,5044,450,820,2889
25/01/2010 09:00,1780,2101,5178,410,1540,1847
25/01/2010 10:00,2169,2345,4698,746,2505,2165
25/01/2010 11:00,4132,2529,6071,1359,3844,2662
25/01/2010 12:00,5963,4131,7387,1301,4933,5799
25/01/2010 13:00,8714,7315,7281,1582,5643,5740
25/01/2010 14:00,3648,4656,7458,1398,5496,3881
25/01/2010 15:00,2571,4773,7062,1473,5214,4368
25/01/2010 16:00,2401,5129,7148,1527,4488,4859
25/01/2010 17:00,2897,8371,5804,1600,3722,4755
25/01/2010 18:00,2318,5935,4388,1301,1754,2302
25/01/2010 19:00,1558,2884,2251,799,811,1368
25/01/2010 20:00,1283,1625,1166,494,440,826
25/01/2010 21:00,806,1381,887,326,254,682
25/01/2010 22:00,828,1012,687,237,170,601
25/01/2010 23:00,635,830,700,175,103,499
26/01/2010 00:00,234,419,324,78,170,170
26/01/2010 01:00,103,269,209,42,124,155
26/01/2010 02:00,119,244,248,62,112,195
26/01/2010 03:00,160,342,275,56,122,168
26/01/2010 04:00,39,183,78,38,167,164
26/01/2010 05:00,79,196,193,53,383,186
26/01/2010 06:00,345,430,552,95,482,464
26/01/2010 07:00,824,1242,987,207,969,1585
26/01/2010 08:00,1196,2431,5193,564,1913,2489
26/01/2010 09:00,2375,2162,4760,648,2429,1927
26/01/2010 10:00,1894,1988,4249,829,3143,2572
26/01/2010 11:00,2273,2368,6252,1144,4034,3986
26/01/2010 12:00,2474,4573,7845,1525,5099,5313
26/01/2010 13:00,4618,8206,6900,1983,5963,5461
26/01/2010 14:00,2576,5170,7600,1691,5281,4175
26/01/2010 15:00,2668,4751,6742,1873,5396,4608
26/01/2010 16:00,2639,5200,7487,1923,6069,5553
26/01/2010 17:00,2801,9073,6417,1935,5780,5194
26/01/2010 18:00,2630,6547,4617,1310,4146,2258
26/01/2010 19:00,1725,2921,2497,755,2306,1376
26/01/2010 20:00,1309,2132,1354,454,1168,1172
26/01/2010 21:00,1002,1813,1115,350,826,894
26/01/2010 22:00,1061,1162,756,273,578,636
26/01/2010 23:00,604,880,721,192,284,532
27/01/2010 00:00,204,519,388,62,74,174
27/01/2010 01:00,74,238,186,44,38,152
27/01/2010 02:00,96,240,247,33,49,199
27/01/2010 03:00,52,318,274,30,78,165
27/01/2010 04:00,32,149,61,17,111,104
27/01/2010 05:00,72,206,224,22,223,216
27/01/2010 06:00,340,430,597,88,341,563
27/01/2010 07:00,836,1172,1054,215,635,1515
27/01/2010 08:00,1164,2722,5145,491,1219,2924
27/01/2010 09:00,1229,2351,4925,620,1714,2014
27/01/2010 10:00,1993,2166,5018,935,2717,2231
27/01/2010 11:00,2258,2565,6230,1076,3474,2793
27/01/2010 12:00,2237,4531,6989,1440,4445,5700
27/01/2010 13:00,2733,7237,6865,1868,5349,6237
27/01/2010 14:00,2497,4940,6746,1684,4604,3841
27/01/2010 15:00,2616,5003,6297,1694,4455,4279
27/01/2010 16:00,2713,5443,6682,1947,4454,4782
27/01/2010 17:00,2864,9024,4457,2179,4592,4349
27/01/2010 18:00,2967,7306,3769,1618,3250,2440
27/01/2010 19:00,1845,3781,2696,838,1683,1684
27/01/2010 20:00,1410,2075,1466,551,982,1142
27/01/2010 21:00,995,1843,1286,419,586,972
27/01/2010 22:00,1030,1431,1051,311,342,922
27/01/2010 23:00,665,1434,1282,241,232,844
28/01/2010 00:00,255,919,784,107,145,334
28/01/2010 01:00,124,553,594,76,90,432
28/01/2010 02:00,93,715,889,100,87,626
28/01/2010 03:00,104,704,583,105,73,295
28/01/2010 04:00,50,326,186,55,216,158
28/01/2010 05:00,110,232,198,52,303,197
28/01/2010 06:00,433,877,514,101,435,603
28/01/2010 07:00,1055,1034,891,203,681,1428
28/01/2010 08:00,1770,2038,4396,493,1378,2465
28/01/2010 09:00,2090,1412,4724,566,2055,2121
28/01/2010 10:00,2603,2045,4498,754,2737,2074
28/01/2010 11:00,3029,2464,6410,1094,3910,2851
28/01/2010 12:00,5087,4560,7761,1682,4973,5936
28/01/2010 13:00,8332,7713,7351,2065,6175,6525
28/01/2010 14:00,3416,5001,7232,1839,5459,3880
28/01/2010 15:00,3113,5239,6577,1874,5249,4285
28/01/2010 16:00,3296,5961,7094,2145,5683,5391
28/01/2010 17:00,3990,10093,6402,2119,6198,5837
28/01/2010 18:00,2874,9785,5827,1688,4982,3944
28/01/2010 19:00,1998,6086,3569,1069,3259,2282
28/01/2010 20:00,1518,3465,1683,817,2155,1325
28/01/2010 21:00,1089,1877,933,462,1073,936
28/01/2010 22:00,1156,1294,720,330,560,819
28/01/2010 23:00,695,1053,757,270,372,627
29/01/2010 00:00,366,742,498,118,223,322
29/01/2010 01:00,200,378,373,82,125,202
29/01/2010 02:00,232,448,420,66,77,243
29/01/2010 03:00,283,497,452,96,138,250
29/01/2010 04:00,101,236,242,31,132,184
29/01/2010 05:00,111,209,319,21,342,248
29/01/2010 06:00,333,543,563,73,477,618
29/01/2010 07:00,812,1121,847,183,831,1490
29/01/2010 08:00,2144,2391,5335,455,1781,2391
29/01/2010 09:00,1963,2251,4760,573,2313,1477
29/01/2010 10:00,2075,2438,5116,1043,2918,3046
29/01/2010 11:00,2883,2892,6313,1240,3678,4480
29/01/2010 12:00,4053,5293,6971,1816,5053,6046
29/01/2010 13:00,5855,8402,5319,2212,6523,5481
29/01/2010 14:00,2996,5836,6993,2156,5621,5048
29/01/2010 15:00,3223,6358,5365,2215,5422,5274
29/01/2010 16:00,3803,6713,6398,2275,5634,5501
29/01/2010 17:00,3368,9419,5349,2112,5108,4739
29/01/2010 18:00,3004,7930,4838,1447,4040,2804
29/01/2010 19:00,1841,3908,3006,978,3006,1719
29/01/2010 20:00,1436,2816,2029,647,783,1278
29/01/2010 21:00,1178,2122,1437,470,479,1146
29/01/2010 22:00,1492,2222,1569,431,328,1137
29/01/2010 23:00,1040,2215,1964,308,209,952
30/01/2010 00:00,494,1637,1454,177,234,679
30/01/2010 01:00,393,1292,1347,122,161,571
30/01/2010 02:00,316,887,1110,119,129,599
30/01/2010 03:00,242,918,1058,156,193,474
30/01/2010 04:00,72,405,438,43,96,117
30/01/2010 05:00,49,185,191,17,205,139
30/01/2010 06:00,144,350,372,54,241,304
30/01/2010 07:00,278,361,350,77,303,373
30/01/2010 08:00,541,600,1703,175,724,758
30/01/2010 09:00,1113,1162,3247,324,1419,1245
30/01/2010 10:00,888,2176,5090,953,2801,3320
30/01/2010 11:00,2609,3862,6200,1403,3950,6957
30/01/2010 12:00,4615,6666,5755,1686,5836,5062
30/01/2010 13:00,6914,8812,3612,1675,6535,4032
30/01/2010 14:00,5164,9333,3684,2060,7331,8421
30/01/2010 15:00,5635,10002,4798,2336,7451,8035
30/01/2010 16:00,6433,10124,4741,2298,6993,7983
30/01/2010 17:00,3137,10838,6478,1931,6919,5488
30/01/2010 18:00,2952,7362,4353,1627,4652,2515
30/01/2010 19:00,1954,3577,2380,1032,2422,1501
30/01/2010 20:00,1577,2522,1538,537,1220,1172
30/01/2010 21:00,1175,2139,1395,425,878,1103
30/01/2010 22:00,1382,2204,1463,577,823,1045
30/01/2010 23:00,963,2147,1832,350,412,1143
31/01/2010 00:00,445,2001,1374,243,191,803
31/01/2010 01:00,412,1348,1521,219,143,599
31/01/2010 02:00,293,1177,1207,188,121,768
31/01/2010 03:00,422,1661,1759,154,147,722
31/01/2010 04:00,115,588,506,46,64,171
31/01/2010 05:00,51,110,570,16,50,56
31/01/2010 06:00,60,173,598,30,86,217
31/01/2010 07:00,123,240,393,29,90,164
31/01/2010 08:00,184,264,670,57,105,261
31/01/2010 09:00,487,427,1319,184,550,506
31/01/2010 10:00,1022,1063,2597,436,1420,1343
31/01/2010 11:00,1138,1642,4018,593,2030,3509
31/01/2010 12:00,1396,3393,5643,850,2890,3929
31/01/2010 13:00,1509,6133,4368,1043,4063,3656
31/01/2010 14:00,1716,5668,5649,1267,4707,4887
31/01/2010 15:00,1650,5756,5664,1300,3873,4881
31/01/2010 16:00,1748,5938,5868,1417,4106,4534
31/01/2010 17:00,1822,6790,4786,1255,3801,3033
31/01/2010 18:00,1757,3961,2616,866,2454,1291
31/01/2010 19:00,1503,1773,1286,639,1284,810
31/01/2010 20:00,1094,1348,1349,457,758,613
31/01/2010 21:00,728,875,645,330,427,432
31/01/2010 22:00,802,686,601,295,277,372
31/01/2010 23:00,422,487,650,183,165,231
01/02/2010 00:00,161,239,172,67,123,135
01/02/2010 01:00,89,128,134,38,62,228
01/02/2010 02:00,63,173,124,34,33,295
01/02/2010 03:00,31,152,115,44,56,116
01/02/2010 04:00,26,158,74,25,92,241
01/02/2010 05:00,78,168,592,15,219,308
01/02/2010 06:00,318,468,937,52,365,567
01/02/2010 07:00,935,1278,1179,114,533,1868
01/02/2010 08:00,1698,2642,5282,260,1061,3686
01/02/2010 09:00,1490,2217,5236,381,1311,2441
01/02/2010 10:00,1719,2124,4579,692,3044,2772
01/02/2010 11:00,1868,2587,5884,944,3826,3491
01/02/2010 12:00,2471,4205,7280,937,4559,6458
01/02/2010 13:00,4874,7773,6883,1217,5493,6451
01/02/2010 14:00,2848,4623,7356,1294,4776,4431
01/02/2010 15:00,2255,4386,6945,1303,4521,4468
01/02/2010 16:00,2363,4867,7397,1280,4153,5492
01/02/2010 17:00,2655,7837,5860,1383,4033,5524
01/02/2010 18:00,2260,5624,3828,938,2729,2434
01/02/2010 19:00,1400,2444,2154,590,903,1218
01/02/2010 20:00,1085,1469,1135,369,819,851
01/02/2010 21:00,763,1258,848,272,471,717
01/02/2010 22:00,755,743,574,209,322,512
01/02/2010 23:00,633,615,447,143,209,328
02/02/2010 00:00,297,391,291,56,141,323
02/02/2010 01:00,136,203,179,30,102,110
02/02/2010 02:00,107,253,168,45,93,190
02/02/2010 03:00,111,236,181,40,100,166
02/02/2010 04:00,53,235,93,27,139,333
02/02/2010 05:00,108,191,227,38,317,288
02/02/2010 06:00,345,435,503,69,400,1037
02/02/2010 07:00,877,1420,922,150,804,2730
02/02/2010 08:00,1632,2542,4601,409,1588,3410
02/02/2010 09:00,1590,2089,4294,470,2017,2458
02/02/2010 10:00,1729,1942,4462,602,2610,2437
02/02/2010 11:00,1868,2493,5953,831,3350,3523
02/02/2010 12:00,2379,4212,7408,1108,4235,6268
02/02/2010 13:00,3613,7721,6385,1440,4953,5997
02/02/2010 14:00,3115,5661,5386,1229,4387,4293
02/02/2010 15:00,2408,4669,6946,1361,4482,4536
02/02/2010 16:00,2324,5177,7206,1397,5041,5868
02/02/2010 17:00,2413,8045,5222,1406,4801,5163
02/02/2010 18:00,2568,5810,3032,952,3444,2611
02/02/2010 19:00,1635,2798,1862,549,1915,1541
02/02/2010 20:00,1253,1756,1247,330,970,1070
02/02/2010 21:00,986,1410,1182,255,686,912
02/02/2010 22:00,1006,1033,1124,199,480,725
02/02/2010 23:00,464,878,1039,141,236,680
03/02/2010 00:00,214,461,478,47,70,160
03/02/2010 01:00,85,173,181,36,32,112
03/02/2010 02:00,72,216,317,26,42,211
03/02/2010 03:00,78,240,179,21,78,162
03/02/2010 04:00,33,194,45,13,91,181
03/02/2010 05:00,114,222,207,17,199,250
03/02/2010 06:00,487,434,427,71,335,745
03/02/2010 07:00,954,1119,1046,179,611,2412
03/02/2010 08:00,1697,2679,3967,398,1162,3846
03/02/2010 09:00,2250,2166,3696,494,1620,2405
03/02/2010 10:00,2696,2149,3629,718,2516,2273
03/02/2010 11:00,3791,2376,4127,825,3290,3156
03/02/2010 12:00,4280,3387,4654,1158,4276,5144
03/02/2010 13:00,7619,5592,6255,1458,5120,6207
03/02/2010 14:00,4140,4537,6290,1320,4406,4031
03/02/2010 15:00,2579,3897,6878,1303,4243,4197
03/02/2010 16:00,2688,4590,7539,1536,4333,5442
03/02/2010 17:00,2945,8231,6197,1708,4412,5907
03/02/2010 18:00,2638,7236,4900,1267,3117,3286
03/02/2010 19:00,1590,3584,2626,679,1577,1883
03/02/2010 20:00,1305,2126,1525,457,909,1218
03/02/2010 21:00,875,1688,1327,331,546,997
03/02/2010 22:00,896,1225,1175,242,315,942
03/02/2010 23:00,577,1241,1073,181,216,763
04/02/2010 00:00,211,706,632,89,141,364
04/02/2010 01:00,123,413,417,64,87,332
04/02/2010 02:00,125,593,632,83,84,601
04/02/2010 03:00,123,724,663,87,71,337
04/02/2010 04:00,35,272,213,46,209,213
04/02/2010 05:00,88,222,263,43,294,356
04/02/2010 06:00,303,450,614,84,422,917
04/02/2010 07:00,903,1373,916,168,661,2198
04/02/2010 08:00,1970,3001,4178,409,1337,3662
04/02/2010 09:00,2038,2243,3741,469,1994,2669
04/02/2010 10:00,1957,2249,4029,625,2655,2814
04/02/2010 11:00,2258,2640,4795,906,3792,3561
04/02/2010 12:00,2998,4464,5588,1394,4824,6710
04/02/2010 13:00,4136,7221,5333,1711,5990,6852
04/02/2010 14:00,3526,4870,5102,1524,5295,4320
04/02/2010 15:00,3377,4669,5372,1553,5091,5224
04/02/2010 16:00,3546,6233,6507,1778,5513,6563
04/02/2010 17:00,3412,9522,4433,1758,6012,7349
04/02/2010 18:00,2684,8656,4410,1400,4833,4788
04/02/2010 19:00,1948,5471,3147,887,3162,2950
04/02/2010 20:00,1684,3170,1988,678,2090,1468
04/02/2010 21:00,1140,1581,1076,384,1040,1244
04/02/2010 22:00,1022,1257,898,274,543,822
04/02/2010 23:00,820,1132,896,223,361,707
05/02/2010 00:00,482,657,395,109,227,447
05/02/2010 01:00,175,328,318,75,127,390
05/02/2010 02:00,197,293,344,62,78,358
05/02/2010 03:00,193,381,389,87,140,259
05/02/2010 04:00,85,178,138,27,135,233
05/02/2010 05:00,135,248,261,19,349,344
05/02/2010 06:00,401,545,552,67,487,897
05/02/2010 07:00,913,1024,1154,169,850,1832
05/02/2010 08:00,1413,1994,5177,420,1821,3189
05/02/2010 09:00,1872,1828,4753,528,2365,2614
05/02/2010 10:00,1965,1966,4462,962,2983,3778
05/02/2010 11:00,2657,3122,6780,1144,3760,5891
05/02/2010 12:00,4349,5796,6254,1676,5167,7318
05/02/2010 13:00,8185,8941,4065,2041,6670,6438
05/02/2010 14:00,4693,7307,5156,1988,5748,6652
05/02/2010 15:00,3044,6519,6617,2043,5544,6758
05/02/2010 16:00,2944,7551,6390,2099,5760,7792
05/02/2010 17:00,3426,10277,7396,1949,5223,7698
05/02/2010 18:00,3155,8996,6080,1335,4131,4163
05/02/2010 19:00,2344,5229,3574,903,3074,2594
05/02/2010 20:00,1864,3483,2381,598,800,1675
05/02/2010 21:00,1356,2583,1795,435,490,1683
05/02/2010 22:00,1556,2765,1814,398,336,1399
05/02/2010 23:00,1142,2332,1936,285,212,1470
06/02/2010 00:00,709,1832,1496,185,221,898
06/02/2010 01:00,362,1145,1349,128,152,702
06/02/2010 02:00,333,1065,1145,125,121,707
06/02/2010 03:00,437,1065,1155,165,182,647
06/02/2010 04:00,207,454,429,45,90,213
06/02/2010 05:00,115,227,303,16,193,221
06/02/2010 06:00,193,375,469,57,228,419
06/02/2010 07:00,295,418,569,83,286,519
06/02/2010 08:00,510,770,1999,185,685,1047
06/02/2010 09:00,1320,1345,3552,341,1341,1989
06/02/2010 10:00,2165,3201,3818,1004,2650,4178
06/02/2010 11:00,2345,5328,4219,1481,3738,5772
06/02/2010 12:00,3783,7751,5711,1776,5523,6602
06/02/2010 13:00,4775,8107,4809,1765,6184,7485
06/02/2010 14:00,2962,7428,5894,2171,6938,7684
06/02/2010 15:00,2171,7828,5536,2462,7051,8257
06/02/2010 16:00,5932,9108,5822,2421,6617,9997
06/02/2010 17:00,5980,10912,5834,2036,6547,6492
06/02/2010 18:00,3379,7309,4356,1714,4403,3433
06/02/2010 19:00,3374,4898,3112,1088,2291,2373
06/02/2010 20:00,2060,3586,2171,566,1155,1882
06/02/2010 21:00,1520,3306,2095,449,830,1944
06/02/2010 22:00,1699,3079,2045,608,778,1715
06/02/2010 23:00,1018,3054,2287,369,391,1737
07/02/2010 00:00,626,2464,1678,230,218,1113
07/02/2010 01:00,330,1619,1741,209,163,915
07/02/2010 02:00,278,1223,1527,180,138,1182
07/02/2010 03:00,472,1805,1965,146,167,1173
07/02/2010 04:00,178,804,790,44,73,288
07/02/2010 05:00,61,128,298,15,56,121
07/02/2010 06:00,107,221,301,29,98,310
07/02/2010 07:00,116,338,377,27,103,205
07/02/2010 08:00,268,261,818,54,119,333
07/02/2010 09:00,461,476,1586,175,626,712
07/02/2010 10:00,832,1179,2991,414,1618,2205
07/02/2010 11:00,910,2300,4530,563,2313,3640
07/02/2010 12:00,1355,3971,5236,806,3293,5166
07/02/2010 13:00,1528,5385,5450,989,4630,6143
07/02/2010 14:00,1740,6298,5289,1203,5364,6569
07/02/2010 15:00,1711,6953,5306,1234,4414,6657
07/02/2010 16:00,1724,6298,5906,1345,4678,5871
07/02/2010 17:00,1796,6137,4076,1190,4331,3683
07/02/2010 18:00,1688,3696,2495,822,2796,1627
07/02/2010 19:00,1495,1799,1225,606,1463,993
07/02/2010 20:00,1260,1201,997,433,864,764
07/02/2010 21:00,919,948,709,314,487,671
07/02/2010 22:00,872,829,718,280,316,687
07/02/2010 23:00,483,640,620,173,189,415
08/02/2010 00:00,265,288,183,91,115,206
08/02/2010 01:00,192,189,218,52,58,151
08/02/2010 02:00,156,231,196,46,33,385
08/02/2010 03:00,125,396,336,60,57,223
08/02/2010 04:00,48,159,122,33,87,191
08/02/2010 05:00,105,228,233,22,204,310
08/02/2010 06:00,318,532,588,74,342,721
08/02/2010 07:00,859,958,1486,167,511,1757
08/02/2010 08:00,1125,2655,5743,386,1027,3577
08/02/2010 09:00,1432,2448,5254,527,1349,3056
08/02/2010 10:00,2009,2323,4875,957,2971,2813
08/02/2010 11:00,2151,2583,6029,1359,3838,4196
08/02/2010 12:00,2730,4312,7537,1341,4627,6469
08/02/2010 13:00,3973,7451,7265,1724,5531,6871
08/02/2010 14:00,2485,4446,6694,1788,4897,4377
08/02/2010 15:00,2420,4128,6655,1811,4637,4882
08/02/2010 16:00,2388,4736,7350,1791,4214,5499
08/02/2010 17:00,2574,6822,4963,1928,3997,5018
08/02/2010 18:00,2307,5099,2722,1341,2590,2408
08/02/2010 19:00,1435,2293,1316,840,891,1211
08/02/2010 20:00,1134,1522,856,524,765,950
08/02/2010 21:00,899,1021,597,381,440,880
08/02/2010 22:00,828,837,454,291,301,446
08/02/2010 23:00,782,542,380,200,194,238
09/02/2010 00:00,259,260,171,80,148,151
09/02/2010 01:00,144,175,201,43,107,105
09/02/2010 02:00,138,271,301,64,97,151
09/02/2010 03:00,141,220,213,58,105,113
09/02/2010 04:00,38,169,96,39,145,236
09/02/2010 05:00,131,197,214,55,332,261
09/02/2010 06:00,353,453,676,98,419,768
09/02/2010 07:00,799,1103,1501,214,843,2077
09/02/2010 08:00,657,2839,5905,583,1665,3627
09/02/2010 09:00,1362,2391,5536,670,2115,2575
09/02/2010 10:00,2045,2051,4544,857,2737,2742
09/02/2010 11:00,2273,2099,5522,1183,3514,3186
09/02/2010 12:00,2904,4277,7568,1577,4442,6363
09/02/2010 13:00,3272,7372,7603,2050,5194,5823
09/02/2010 14:00,3729,4817,5804,1748,4601,4427
09/02/2010 15:00,2285,3794,7124,1935,4700,4341
09/02/2010 16:00,2225,4775,7329,1988,5287,5449
09/02/2010 17:00,2709,7666,7034,2000,5035,6619
09/02/2010 18:00,2551,6519,5031,1353,3612,3089
09/02/2010 19:00,1620,2853,1804,781,2008,1531
09/02/2010 20:00,1269,1738,883,469,1017,1136
09/02/2010 21:00,964,1449,746,361,719,1108
09/02/2010 22:00,981,944,566,283,504,751
09/02/2010 23:00,677,779,558,199,248,486
10/02/2010 00:00,263,452,317,65,80,256
10/02/2010 01:00,101,194,212,46,40,121
10/02/2010 02:00,84,207,205,34,52,186
10/02/2010 03:00,49,226,202,30,82,125
10/02/2010 04:00,54,158,56,17,118,220
10/02/2010 05:00,80,194,154,23,238,276
10/02/2010 06:00,353,465,460,92,360,627
10/02/2010 07:00,785,1198,1526,222,674,2047
10/02/2010 08:00,1258,2749,5892,508,1295,4220
10/02/2010 09:00,1965,2424,5177,641,1823,2525
10/02/2010 10:00,2038,1941,4469,963,2895,4403
10/02/2010 11:00,2467,2543,5837,1108,3695,5898
10/02/2010 12:00,2751,4681,7393,1487,4725,6887
10/02/2010 13:00,3806,6800,6551,1927,5688,6264
10/02/2010 14:00,2974,4141,6332,1737,4896,4286
10/02/2010 15:00,2310,4142,6588,1746,4739,4867
10/02/2010 16:00,2545,4709,7533,2009,4731,5587
10/02/2010 17:00,2756,7469,7404,2249,4881,6328
10/02/2010 18:00,2660,6600,5283,1669,3455,3454
10/02/2010 19:00,1953,3477,3082,866,1793,1864
10/02/2010 20:00,1228,2017,1599,569,1047,1243
10/02/2010 21:00,1119,1617,1375,433,625,1192
10/02/2010 22:00,1226,1290,1140,321,365,1006
10/02/2010 23:00,859,1106,1042,249,248,897
11/02/2010 00:00,315,764,610,119,139,375
11/02/2010 01:00,87,359,410,84,86,353
11/02/2010 02:00,96,590,776,110,83,646
11/02/2010 03:00,121,643,674,116,70,340
11/02/2010 04:00,40,224,171,61,206,158
11/02/2010 05:00,72,186,288,56,290,387
11/02/2010 06:00,333,466,772,110,417,851
11/02/2010 07:00,679,877,1856,223,652,1948
11/02/2010 08:00,1379,2111,5673,542,1320,3097
11/02/2010 09:00,2140,1955,4683,622,1969,2366
11/02/2010 10:00,2345,1585,4159,828,2622,3752
11/02/2010 11:00,3205,2195,6191,1202,3745,6498
11/02/2010 12:00,5215,4989,6521,1849,4765,6276
11/02/2010 13:00,6827,8505,4017,2271,5917,6306
11/02/2010 14:00,3881,5662,4779,2022,5231,5261
11/02/2010 15:00,2321,4247,5087,2061,5029,5572
11/02/2010 16:00,2517,5111,7629,2359,5446,6584
11/02/2010 17:00,2950,8654,7831,2331,5939,7904
11/02/2010 18:00,2864,9638,6169,1856,4774,5409
11/02/2010 19:00,2049,6234,4567,1177,3123,3219
11/02/2010 20:00,1590,3342,2700,899,2064,1743
