Date and Time,O'Connell St Outside Clerys,O'Connell St Outside Pennys,Grafton Street,Henry Street
17/04/2008 01:00,204,13,209,69
17/04/2008 02:00,183,6,164,45
17/04/2008 03:00,92,52,185,105
17/04/2008 04:00,79,53,161,141
17/04/2008 05:00,113,128,266,288
17/04/2008 06:00,657,510,710,499
17/04/2008 07:00,1127,843,1361,985
17/04/2008 08:00,2292,2143,3047,1961
17/04/2008 09:00,2328,2312,2661,2427
17/04/2008 10:00,2226,2732,2644,2866
17/04/2008 11:00,2359,3428,3027,3802
17/04/2008 12:00,3033,4960,5637,5027
17/04/2008 13:00,3967,6230,9413,6554
17/04/2008 14:00,5066,4178,6689,4538
17/04/2008 15:00,6046,5125,5201,5217
17/04/2008 16:00,6237,6306,5785,7183
17/04/2008 17:00,8038,7222,8198,11919
17/04/2008 18:00,6699,5507,7821,7166
17/04/2008 19:00,2604,3396,5615,3486
17/04/2008 20:00,2123,1630,3749,2474
17/04/2008 21:00,1860,164,2093,1116
17/04/2008 22:00,1422,107,1409,456
17/04/2008 23:00,952,65,1026,253
18/04/2008 00:00,461,37,594,157
18/04/2008 01:00,259,14,263,93
18/04/2008 02:00,230,12,239,64
18/04/2008 03:00,328,105,205,81
18/04/2008 04:00,118,88,132,135
18/04/2008 05:00,140,133,243,234
18/04/2008 06:00,483,303,642,553
18/04/2008 07:00,1252,766,1505,930
18/04/2008 08:00,2764,2156,3019,1816
18/04/2008 09:00,2361,2397,2959,2510
18/04/2008 10:00,2340,3292,2751,3410
18/04/2008 11:00,2639,4131,3870,4530
18/04/2008 12:00,3266,6014,6485,5867
18/04/2008 13:00,4308,6934,10165,7292
18/04/2008 14:00,3412,6912,7309,6489
18/04/2008 15:00,3852,7754,6415,7053
18/04/2008 16:00,3877,7816,7540,6771
18/04/2008 17:00,4143,8080,9858,6220
18/04/2008 18:00,3193,5206,7043,4761
18/04/2008 19:00,2239,2336,3266,2287
18/04/2008 20:00,2034,878,2112,1192
18/04/2008 21:00,1840,254,1937,956
18/04/2008 22:00,1884,173,1596,502
18/04/2008 23:00,1439,110,1420,359
19/04/2008 00:00,1000,66,1196,328
19/04/2008 01:00,645,53,721,215
19/04/2008 02:00,438,47,629,165
19/04/2008 03:00,402,338,913,187
19/04/2008 04:00,157,269,346,64
19/04/2008 05:00,99,111,143,181
19/04/2008 06:00,210,133,381,248
19/04/2008 07:00,466,291,434,414
19/04/2008 08:00,774,775,628,1002
19/04/2008 09:00,1327,1726,1471,1875
19/04/2008 10:00,2170,3530,3243,4013
19/04/2008 11:00,2995,5147,6223,5871
19/04/2008 12:00,3426,6287,8892,8351
19/04/2008 13:00,3850,7628,10387,8782
19/04/2008 14:00,3849,8877,11013,10036
19/04/2008 15:00,3838,8818,11123,9923
19/04/2008 16:00,3688,8936,10799,9679
19/04/2008 17:00,3381,7847,9525,7589
19/04/2008 18:00,3083,5355,5965,4587
19/04/2008 19:00,2188,2631,2867,1869
19/04/2008 20:00,2229,570,2150,838
19/04/2008 21:00,2063,99,1865,487
19/04/2008 22:00,2097,76,1717,250
19/04/2008 23:00,1525,36,1531,208
20/04/2008 00:00,957,40,1156,178
20/04/2008 01:00,659,41,868,103
20/04/2008 02:00,590,25,945,81
20/04/2008 03:00,702,370,1539,131
20/04/2008 04:00,347,386,951,44
20/04/2008 05:00,111,84,279,36
20/04/2008 06:00,88,87,200,121
20/04/2008 07:00,202,118,203,106
20/04/2008 08:00,342,204,325,180
20/04/2008 09:00,708,657,527,421
20/04/2008 10:00,1278,1471,994,799
20/04/2008 11:00,2073,2386,2347,1936
20/04/2008 12:00,2140,2863,3359,3139
20/04/2008 13:00,2428,3868,4455,4307
20/04/2008 14:00,2947,4653,5435,5219
20/04/2008 15:00,2839,5034,5999,5441
20/04/2008 16:00,2843,4837,5950,5262
20/04/2008 17:00,2488,4469,4952,4496
20/04/2008 18:00,1877,2958,2994,2774
20/04/2008 19:00,1485,1640,1631,1179
20/04/2008 20:00,1446,730,1078,725
20/04/2008 21:00,1521,114,862,486
20/04/2008 22:00,1240,71,647,306
20/04/2008 23:00,894,49,515,226
21/04/2008 00:00,339,20,232,101
21/04/2008 01:00,182,12,131,58
21/04/2008 02:00,138,6,125,59
21/04/2008 03:00,157,82,77,44
21/04/2008 04:00,87,86,84,113
21/04/2008 05:00,171,144,251,282
21/04/2008 06:00,598,369,667,478
21/04/2008 07:00,1358,726,1400,881
21/04/2008 08:00,2613,2466,3184,1771
21/04/2008 09:00,2255,2316,2739,2195
21/04/2008 10:00,2319,3086,2300,2899
21/04/2008 11:00,2638,4172,3285,3971
21/04/2008 12:00,2986,5432,5568,5000
21/04/2008 13:00,4728,6491,9800,5952
21/04/2008 14:00,4697,5069,7330,4964
21/04/2008 15:00,5114,5787,6319,5394
21/04/2008 16:00,5941,6263,6238,6845
21/04/2008 17:00,5952,7709,8668,7662
21/04/2008 18:00,5425,5764,5876,5424
21/04/2008 19:00,2039,2429,2779,1998
21/04/2008 20:00,1627,1126,1747,1159
21/04/2008 21:00,1533,138,1284,761
21/04/2008 22:00,1337,87,975,431
21/04/2008 23:00,873,39,629,220
22/04/2008 00:00,302,14,324,105
22/04/2008 01:00,132,7,116,57
22/04/2008 02:00,129,6,105,77
22/04/2008 03:00,90,65,117,63
22/04/2008 04:00,98,40,101,84
22/04/2008 05:00,118,111,229,224
22/04/2008 06:00,559,376,688,517
22/04/2008 07:00,1235,769,1439,978
22/04/2008 08:00,2354,1748,3303,2430
22/04/2008 09:00,1850,4359,2728,2405
22/04/2008 10:00,1983,4885,2431,3633
22/04/2008 11:00,2121,5165,3387,4417
22/04/2008 12:00,3364,5928,5944,4184
22/04/2008 13:00,3857,6775,10449,6484
22/04/2008 14:00,4565,4565,7241,4621
22/04/2008 15:00,5067,5456,5603,5103
22/04/2008 16:00,4358,6595,6030,5649
22/04/2008 17:00,5134,7512,8205,6479
22/04/2008 18:00,3082,5719,6269,4029
22/04/2008 19:00,1907,2340,2807,1851
22/04/2008 20:00,1532,842,1662,863
22/04/2008 21:00,1496,143,1120,498
22/04/2008 22:00,1421,103,1032,324
22/04/2008 23:00,801,51,714,176
23/04/2008 00:00,363,24,335,88
23/04/2008 01:00,120,7,130,31
23/04/2008 02:00,102,13,102,57
23/04/2008 03:00,95,67,124,41
23/04/2008 04:00,52,51,140,94
23/04/2008 05:00,99,97,218,238
23/04/2008 06:00,454,264,619,397
23/04/2008 07:00,1151,642,1312,1266
23/04/2008 08:00,2367,1731,2728,3151
23/04/2008 09:00,2004,5871,2394,4200
23/04/2008 10:00,2420,5508,2625,4338
23/04/2008 11:00,2119,5566,3628,4206
23/04/2008 12:00,3382,7321,6146,4032
23/04/2008 13:00,5043,7221,10889,5830
23/04/2008 14:00,4094,5642,7433,5070
23/04/2008 15:00,4081,6973,5914,5726
23/04/2008 16:00,4670,7068,6180,6218
23/04/2008 17:00,5720,7510,8018,7267
23/04/2008 18:00,3531,6073,6918,4465
23/04/2008 19:00,2059,2544,3307,2035
23/04/2008 20:00,1434,1138,1892,1094
23/04/2008 21:00,1655,292,1478,694
23/04/2008 22:00,1423,247,1192,439
23/04/2008 23:00,1142,121,974,268
24/04/2008 00:00,497,50,555,149
24/04/2008 01:00,170,15,230,80
24/04/2008 02:00,188,9,190,41
24/04/2008 03:00,132,74,219,80
24/04/2008 04:00,92,70,175,111
24/04/2008 05:00,153,90,251,239
24/04/2008 06:00,565,297,603,464
24/04/2008 07:00,1217,657,1273,668
24/04/2008 08:00,2462,1910,2743,3014
24/04/2008 09:00,1941,4612,2214,3310
24/04/2008 10:00,2228,3829,2276,3411
24/04/2008 11:00,2381,4926,3437,4504
24/04/2008 12:00,3090,6110,6265,5031
24/04/2008 13:00,3911,6930,9822,6285
24/04/2008 14:00,3842,5666,6460,4469
24/04/2008 15:00,5038,6118,4999,5102
24/04/2008 16:00,4982,7149,5483,6672
24/04/2008 17:00,6354,8023,8970,9028
24/04/2008 18:00,5326,6833,9289,5433
24/04/2008 19:00,2685,3357,5721,3778
24/04/2008 20:00,2458,2184,4025,2918
24/04/2008 21:00,1973,332,2477,1284
24/04/2008 22:00,1616,217,1574,581
24/04/2008 23:00,1029,135,1145,231
25/04/2008 00:00,674,61,797,187
25/04/2008 01:00,269,36,352,70
25/04/2008 02:00,196,31,259,50
25/04/2008 03:00,166,106,227,84
25/04/2008 04:00,127,136,167,112
25/04/2008 05:00,157,129,269,205
25/04/2008 06:00,593,379,654,520
25/04/2008 07:00,1199,719,1380,892
25/04/2008 08:00,2546,2093,3024,1771
25/04/2008 09:00,3016,3323,2866,2190
25/04/2008 10:00,3717,4557,3151,3241
25/04/2008 11:00,3698,5468,4328,4593
25/04/2008 12:00,3964,6128,7323,5770
25/04/2008 13:00,4032,7827,10807,7413
25/04/2008 14:00,4198,6973,8325,6304
25/04/2008 15:00,5093,7372,7573,6676
25/04/2008 16:00,4702,8345,7946,7641
25/04/2008 17:00,4444,9062,10231,7541
25/04/2008 18:00,3466,6901,7675,5142
25/04/2008 19:00,2764,3347,3828,2671
25/04/2008 20:00,2184,1959,2444,1387
25/04/2008 21:00,2297,410,2324,1024
25/04/2008 22:00,2125,317,2264,593
25/04/2008 23:00,1538,227,1850,414
26/04/2008 00:00,1146,145,1625,298
26/04/2008 01:00,615,99,1076,243
26/04/2008 02:00,405,91,924,128
26/04/2008 03:00,420,615,1334,152
26/04/2008 04:00,205,406,532,104
26/04/2008 05:00,68,101,201,122
26/04/2008 06:00,212,187,367,247
26/04/2008 07:00,456,285,498,352
26/04/2008 08:00,828,938,788,1025
26/04/2008 09:00,1591,2034,1639,2091
26/04/2008 10:00,2678,4067,3485,3892
26/04/2008 11:00,3636,6317,6817,5850
26/04/2008 12:00,3380,6872,9702,7872
26/04/2008 13:00,3688,7887,11220,9528
26/04/2008 14:00,4041,8661,11995,10521
26/04/2008 15:00,4283,9582,11797,10652
26/04/2008 16:00,4000,9636,10779,9967
26/04/2008 17:00,3708,8629,10430,7968
26/04/2008 18:00,2975,6213,7379,5211
26/04/2008 19:00,2487,3554,3852,2449
26/04/2008 20:00,2202,1583,2554,1368
26/04/2008 21:00,2359,435,2698,1119
26/04/2008 22:00,2297,315,2446,659
26/04/2008 23:00,1883,231,2237,431
27/04/2008 00:00,1201,135,1809,330
27/04/2008 01:00,728,106,1352,202
27/04/2008 02:00,583,88,1193,173
27/04/2008 03:00,805,602,1765,207
27/04/2008 04:00,268,713,1117,87
27/04/2008 05:00,138,115,224,80
27/04/2008 06:00,90,64,219,79
27/04/2008 07:00,137,112,226,199
27/04/2008 08:00,305,269,323,379
27/04/2008 09:00,709,1172,653,1117
27/04/2008 10:00,1275,2028,1470,2099
27/04/2008 11:00,1911,2816,3086,2877
27/04/2008 12:00,2109,3702,4811,3895
27/04/2008 13:00,2339,3843,6346,4955
27/04/2008 14:00,2468,4690,7271,6157
27/04/2008 15:00,2371,5104,7598,6293
27/04/2008 16:00,2709,4993,7186,5873
27/04/2008 17:00,3999,4972,5650,6962
27/04/2008 18:00,2345,3206,3538,3420
27/04/2008 19:00,1723,1971,1835,1259
27/04/2008 20:00,1617,1174,1183,753
27/04/2008 21:00,1667,251,1144,670
27/04/2008 22:00,1312,142,741,360
27/04/2008 23:00,761,93,717,241
28/04/2008 00:00,425,35,369,88
28/04/2008 01:00,189,12,193,56
28/04/2008 02:00,99,6,114,27
28/04/2008 03:00,145,81,104,25
28/04/2008 04:00,91,123,123,86
28/04/2008 05:00,116,92,236,237
28/04/2008 06:00,682,361,720,420
28/04/2008 07:00,1495,980,1620,742
28/04/2008 08:00,3434,2184,3000,1516
28/04/2008 09:00,2439,2438,2773,2279
28/04/2008 10:00,2574,2846,2919,3117
28/04/2008 11:00,2661,3811,3992,4018
28/04/2008 12:00,3287,4979,6519,5561
28/04/2008 13:00,4894,6401,11133,6709
28/04/2008 14:00,4152,5105,7415,6139
28/04/2008 15:00,3787,5434,4791,5691
28/04/2008 16:00,4054,5997,4651,6004
28/04/2008 17:00,4115,7014,6776,5795
28/04/2008 18:00,3191,5561,5592,4125
28/04/2008 19:00,1677,2755,2418,1838
28/04/2008 20:00,1395,1057,1745,1180
28/04/2008 21:00,1297,254,1208,925
28/04/2008 22:00,1263,108,864,537
28/04/2008 23:00,908,62,631,417
29/04/2008 00:00,397,26,419,296
29/04/2008 01:00,156,12,150,216
29/04/2008 02:00,117,8,127,82
29/04/2008 03:00,273,197,144,75
29/04/2008 04:00,192,54,134,110
29/04/2008 05:00,167,112,195,246
29/04/2008 06:00,569,272,565,464
29/04/2008 07:00,1224,614,1220,1153
29/04/2008 08:00,2511,2294,2424,2433
29/04/2008 09:00,2129,2369,2450,2571
29/04/2008 10:00,2171,2942,2451,3362
