Date and Time,O'Connell St Outside Clerys,O'Connell St Outside Pennys,Grafton Street,Henry Street
28/09/2008 09:00,694,516,631,468
28/09/2008 10:00,1270,1209,1319,1212
28/09/2008 11:00,1774,2343,2843,2237
28/09/2008 12:00,2281,3240,4798,3500
28/09/2008 13:00,2954,3586,6084,4639
28/09/2008 14:00,3850,4708,7255,4982
28/09/2008 15:00,3276,5303,7203,5315
28/09/2008 16:00,2841,6027,6642,5778
28/09/2008 17:00,2785,5658,5797,4908
28/09/2008 18:00,2329,3961,3573,2927
28/09/2008 19:00,2004,2587,2140,1388
28/09/2008 20:00,2308,2326,1492,644
28/09/2008 21:00,1750,1883,1056,459
28/09/2008 22:00,1416,1280,798,318
28/09/2008 23:00,972,1012,672,206
29/09/2008 00:00,323,388,397,57
29/09/2008 01:00,176,207,220,49
29/09/2008 02:00,126,159,127,79
29/09/2008 03:00,122,85,147,44
29/09/2008 04:00,82,98,126,147
29/09/2008 05:00,110,103,239,282
29/09/2008 06:00,649,374,702,485
29/09/2008 07:00,1048,682,1168,660
29/09/2008 08:00,2457,1752,2331,1418
29/09/2008 09:00,1958,2605,2192,2059
29/09/2008 10:00,2086,3506,2560,1655
29/09/2008 11:00,3139,4653,3721,2733
29/09/2008 12:00,2927,5472,5877,4756
29/09/2008 13:00,3702,7590,9561,5831
29/09/2008 14:00,3133,5935,7262,5061
29/09/2008 15:00,3202,7152,6540,5448
29/09/2008 16:00,3278,7756,6619,5655
29/09/2008 17:00,3378,7933,7913,5781
29/09/2008 18:00,2747,4793,5389,3794
29/09/2008 19:00,1943,3004,2799,1872
29/09/2008 20:00,1733,2225,1843,908
29/09/2008 21:00,1183,1495,1403,540
29/09/2008 22:00,1247,1025,1090,275
29/09/2008 23:00,797,521,746,152
30/09/2008 00:00,303,221,384,71
30/09/2008 01:00,136,129,174,36
30/09/2008 02:00,122,117,148,39
30/09/2008 03:00,103,158,160,69
30/09/2008 04:00,69,52,124,71
30/09/2008 05:00,199,104,239,230
30/09/2008 06:00,585,407,600,554
30/09/2008 07:00,1016,764,1372,761
30/09/2008 08:00,2377,2390,2871,1708
30/09/2008 09:00,2249,2878,2685,2094
30/09/2008 10:00,2368,3457,2479,2518
30/09/2008 11:00,2499,4502,3286,3897
30/09/2008 12:00,2696,5169,5902,4829
30/09/2008 13:00,3642,7106,9823,6125
30/09/2008 14:00,3041,6100,7016,4734
30/09/2008 15:00,3006,6139,6471,4834
30/09/2008 16:00,3103,6889,6255,4926
30/09/2008 17:00,3693,7592,8257,5230
30/09/2008 18:00,3546,6213,5674,3473
30/09/2008 19:00,2078,2785,2965,1452
30/09/2008 20:00,1601,1488,1881,723
30/09/2008 21:00,1294,1131,1393,407
30/09/2008 22:00,1141,977,1208,280
30/09/2008 23:00,775,610,833,143
01/10/2008 00:00,309,242,476,58
01/10/2008 01:00,157,122,175,29
01/10/2008 02:00,116,158,161,61
01/10/2008 03:00,88,169,176,78
01/10/2008 04:00,27,76,165,161
01/10/2008 05:00,126,125,245,209
01/10/2008 06:00,652,363,644,457
01/10/2008 07:00,1219,634,1294,868
01/10/2008 08:00,2270,1250,2720,671
01/10/2008 09:00,1898,4378,2344,3033
01/10/2008 10:00,2097,4663,2450,3783
01/10/2008 11:00,2225,4746,3557,4169
01/10/2008 12:00,3393,5960,6066,5041
01/10/2008 13:00,4879,6582,9529,5342
01/10/2008 14:00,3946,6637,7327,4460
01/10/2008 15:00,4817,6056,6353,3624
01/10/2008 16:00,3033,6686,6419,4958
01/10/2008 17:00,3855,7595,8908,4335
01/10/2008 18:00,2749,4703,6260,3415
01/10/2008 19:00,2193,2801,3335,1649
01/10/2008 20:00,1864,1563,2111,703
01/10/2008 21:00,1510,1628,1611,546
01/10/2008 22:00,1250,1201,1290,338
01/10/2008 23:00,881,816,1064,169
02/10/2008 00:00,361,320,698,99
02/10/2008 01:00,182,141,354,81
02/10/2008 02:00,157,263,256,85
02/10/2008 03:00,146,147,320,62
02/10/2008 04:00,108,71,163,142
02/10/2008 05:00,138,85,281,279
02/10/2008 06:00,575,279,596,430
02/10/2008 07:00,525,573,1285,823
02/10/2008 08:00,1180,1397,2635,777
02/10/2008 09:00,1361,3680,2465,2429
02/10/2008 10:00,1732,5346,2453,4701
02/10/2008 11:00,1978,6259,3564,4468
02/10/2008 12:00,3018,5664,6313,4974
02/10/2008 13:00,3877,7510,10154,6397
02/10/2008 14:00,3272,6373,7271,4571
02/10/2008 15:00,3558,7390,6719,5233
02/10/2008 16:00,3349,7107,8049,5668
02/10/2008 17:00,4467,8469,9944,5959
02/10/2008 18:00,3008,5842,9734,4922
02/10/2008 19:00,2441,4933,6970,3339
02/10/2008 20:00,2346,3816,4313,2227
02/10/2008 21:00,1715,2408,2385,931
02/10/2008 22:00,1423,1493,1730,421
02/10/2008 23:00,900,961,1258,238
03/10/2008 00:00,611,651,826,124
03/10/2008 01:00,317,341,356,66
03/10/2008 02:00,318,377,294,81
03/10/2008 03:00,222,275,322,106
03/10/2008 04:00,77,53,161,38
03/10/2008 05:00,150,100,301,333
03/10/2008 06:00,549,313,680,443
03/10/2008 07:00,846,574,1445,725
03/10/2008 08:00,2120,1380,3077,823
03/10/2008 09:00,2063,3883,2837,1709
03/10/2008 10:00,2476,4963,3372,4024
03/10/2008 11:00,2832,5355,4917,4192
03/10/2008 12:00,3778,6915,8638,5169
03/10/2008 13:00,4784,8027,12487,6801
03/10/2008 14:00,4525,7173,9293,5969
03/10/2008 15:00,4544,7814,8454,5987
03/10/2008 16:00,3733,8427,9140,6457
03/10/2008 17:00,3685,8147,10700,6041
03/10/2008 18:00,3144,6058,7599,4421
03/10/2008 19:00,2641,4548,4355,2486
03/10/2008 20:00,2393,3628,2876,1153
03/10/2008 21:00,2071,2154,2265,808
03/10/2008 22:00,1816,1811,2035,506
03/10/2008 23:00,1372,1390,1623,418
04/10/2008 00:00,851,969,1312,201
04/10/2008 01:00,583,646,858,173
04/10/2008 02:00,432,647,795,160
04/10/2008 03:00,402,887,1313,153
04/10/2008 04:00,112,171,374,83
04/10/2008 05:00,83,79,165,125
04/10/2008 06:00,246,210,432,203
04/10/2008 07:00,405,318,563,350
04/10/2008 08:00,825,778,800,781
04/10/2008 09:00,1241,1397,1399,1700
04/10/2008 10:00,1937,3365,3152,3674
04/10/2008 11:00,2545,4845,6236,5099
04/10/2008 12:00,3040,7112,8696,6564
04/10/2008 13:00,3823,8642,10296,8865
04/10/2008 14:00,4377,9400,11183,7561
04/10/2008 15:00,4143,9931,10720,8656
04/10/2008 16:00,3950,9464,10060,7949
04/10/2008 17:00,3613,8895,9186,6487
04/10/2008 18:00,3196,7117,6187,4179
04/10/2008 19:00,2401,2919,3458,1723
04/10/2008 20:00,2173,1487,2231,572
04/10/2008 21:00,1898,1130,1870,370
04/10/2008 22:00,1720,986,1682,275
04/10/2008 23:00,1257,776,1488,210
05/10/2008 00:00,613,446,1284,118
05/10/2008 01:00,407,321,987,118
05/10/2008 02:00,508,428,1010,115
05/10/2008 03:00,639,648,1504,96
05/10/2008 04:00,154,138,800,42
05/10/2008 05:00,83,54,236,22
05/10/2008 06:00,175,98,218,96
05/10/2008 07:00,177,81,281,114
05/10/2008 08:00,266,167,352,126
05/10/2008 09:00,627,1004,627,576
05/10/2008 10:00,1078,2341,1471,1707
05/10/2008 11:00,1519,3340,3177,2192
05/10/2008 12:00,2587,4392,5350,3526
05/10/2008 13:00,3966,3796,6793,4745
05/10/2008 14:00,4706,4899,7827,5445
05/10/2008 15:00,4108,5635,7545,5606
05/10/2008 16:00,2431,5960,7220,4519
05/10/2008 17:00,2437,5588,6549,3787
05/10/2008 18:00,2243,3384,4015,2854
05/10/2008 19:00,2343,3232,2535,1548
05/10/2008 20:00,1996,2161,1565,774
05/10/2008 21:00,1710,1553,1100,410
05/10/2008 22:00,1410,1610,875,365
05/10/2008 23:00,710,1079,660,239
06/10/2008 00:00,302,420,426,158
06/10/2008 01:00,206,208,249,44
06/10/2008 02:00,165,139,128,99
06/10/2008 03:00,122,103,144,80
06/10/2008 04:00,72,34,128,81
06/10/2008 05:00,231,100,232,233
06/10/2008 06:00,613,333,723,464
06/10/2008 07:00,1129,635,1360,805
06/10/2008 08:00,2372,1993,2693,1785
06/10/2008 09:00,2051,2329,2562,1773
06/10/2008 10:00,2344,2843,2801,2884
06/10/2008 11:00,2916,4437,4136,3699
06/10/2008 12:00,4077,6812,6746,4281
06/10/2008 13:00,4625,8128,10526,6143
06/10/2008 14:00,3471,7065,7924,5139
06/10/2008 15:00,3438,7082,6718,5548
06/10/2008 16:00,3079,7265,6592,5512
06/10/2008 17:00,3966,7923,8595,5886
06/10/2008 18:00,3069,5282,6122,3753
06/10/2008 19:00,1943,3249,3350,1614
06/10/2008 20:00,1797,2134,1940,1001
06/10/2008 21:00,1391,1436,1498,625
06/10/2008 22:00,1400,1292,1227,393
06/10/2008 23:00,935,860,812,179
07/10/2008 00:00,368,231,444,68
07/10/2008 01:00,188,134,166,28
07/10/2008 02:00,262,144,171,68
07/10/2008 03:00,174,144,164,66
07/10/2008 04:00,78,47,129,93
07/10/2008 05:00,181,79,277,246
07/10/2008 06:00,813,332,597,485
07/10/2008 07:00,1459,1091,1274,788
07/10/2008 08:00,3033,2940,3347,1804
07/10/2008 09:00,3295,3500,2872,2246
07/10/2008 10:00,2955,3549,2493,2765
07/10/2008 11:00,3524,5106,3534,3507
07/10/2008 12:00,4101,6793,6132,4673
07/10/2008 13:00,5092,8421,9762,5848
07/10/2008 14:00,3989,6888,7127,5090
07/10/2008 15:00,4484,7376,6621,5044
07/10/2008 16:00,4467,7676,6728,5112
07/10/2008 17:00,4900,8774,8521,4961
07/10/2008 18:00,3810,6341,6219,3602
07/10/2008 19:00,2213,2992,3499,1552
07/10/2008 20:00,1809,1741,2254,955
07/10/2008 21:00,1370,1409,1781,595
07/10/2008 22:00,1265,1173,1481,319
07/10/2008 23:00,868,791,928,271
08/10/2008 00:00,322,295,476,68
08/10/2008 01:00,176,177,195,47
08/10/2008 02:00,125,181,143,107
08/10/2008 03:00,129,129,168,77
08/10/2008 04:00,66,72,167,74
08/10/2008 05:00,168,96,247,273
08/10/2008 06:00,691,374,571,373
08/10/2008 07:00,1140,637,1268,711
08/10/2008 08:00,2409,1584,2449,886
08/10/2008 09:00,2058,2511,2489,1246
08/10/2008 10:00,2133,6192,2566,4247
08/10/2008 11:00,2504,6517,3811,4240
08/10/2008 12:00,4466,6609,6501,5302
08/10/2008 13:00,7189,7473,10216,6967
08/10/2008 14:00,5166,6664,8023,5651
08/10/2008 15:00,4757,7624,6098,5333
08/10/2008 16:00,3472,7474,6612,5164
08/10/2008 17:00,3773,7623,9182,4838
08/10/2008 18:00,3228,5828,6931,4038
08/10/2008 19:00,2646,4012,3885,2022
08/10/2008 20:00,2187,2668,2369,1134
08/10/2008 21:00,1808,2175,1914,532
08/10/2008 22:00,1518,1734,1521,445
08/10/2008 23:00,1105,941,1233,250
09/10/2008 00:00,438,415,783,168
09/10/2008 01:00,200,264,323,50
09/10/2008 02:00,261,214,407,100
09/10/2008 03:00,204,223,418,76
09/10/2008 04:00,151,68,181,117
09/10/2008 05:00,186,119,322,250
09/10/2008 06:00,674,433,665,470
09/10/2008 07:00,1160,707,1388,754
09/10/2008 08:00,2264,1846,3364,1480
09/10/2008 09:00,2193,2274,2976,2232
09/10/2008 10:00,2443,3314,2913,3138
09/10/2008 11:00,2702,4402,3921,4258
09/10/2008 12:00,3394,6012,6570,5393
09/10/2008 13:00,5066,8915,10402,6416
09/10/2008 14:00,3623,6976,7167,5566
09/10/2008 15:00,3698,7749,6392,5979
09/10/2008 16:00,3576,8433,8340,6149
09/10/2008 17:00,4003,8965,11450,6957
09/10/2008 18:00,3774,7920,11201,6269
09/10/2008 19:00,2738,5686,7263,3459
09/10/2008 20:00,2652,4150,4542,2485
09/10/2008 21:00,2070,2416,2519,1335
09/10/2008 22:00,1620,1451,1569,435
09/10/2008 23:00,1196,984,1324,262
10/10/2008 00:00,669,492,829,158
10/10/2008 01:00,495,342,385,91
10/10/2008 02:00,438,433,324,110
10/10/2008 03:00,232,446,318,84
10/10/2008 04:00,114,121,185,159
10/10/2008 05:00,154,214,279,232
10/10/2008 06:00,638,367,644,403
10/10/2008 07:00,1237,893,1544,746
10/10/2008 08:00,2610,1806,3069,1412
10/10/2008 09:00,2819,2851,3053,2049
10/10/2008 10:00,3161,3857,3375,3089
10/10/2008 11:00,3334,4847,4726,4045
10/10/2008 12:00,3578,6309,8207,5459
10/10/2008 13:00,4772,8362,11984,7058
10/10/2008 14:00,4950,8298,8745,5876
10/10/2008 15:00,5278,8797,8100,6622
10/10/2008 16:00,5398,9455,8966,7104
10/10/2008 17:00,5451,9079,10575,6717
10/10/2008 18:00,4290,7115,7646,4287
10/10/2008 19:00,3063,3223,3910,1654
10/10/2008 20:00,2160,2010,2487,761
10/10/2008 21:00,1886,1465,1986,538
10/10/2008 22:00,1723,1197,1720,372
10/10/2008 23:00,1646,1210,1536,345
11/10/2008 00:00,921,782,1339,259
11/10/2008 01:00,563,606,916,162
11/10/2008 02:00,476,689,778,132
11/10/2008 03:00,461,1006,1306,182
11/10/2008 04:00,120,232,426,72
11/10/2008 05:00,86,109,168,123
11/10/2008 06:00,299,288,474,268
11/10/2008 07:00,500,339,550,398
11/10/2008 08:00,715,721,836,896
11/10/2008 09:00,1383,1773,1568,1709
11/10/2008 10:00,2528,4689,3420,4431
11/10/2008 11:00,2880,6346,6682,5470
11/10/2008 12:00,3625,7318,9369,8119
11/10/2008 13:00,4346,8440,11169,9564
11/10/2008 14:00,5241,9564,12278,9858
11/10/2008 15:00,4472,9599,11836,9377
11/10/2008 16:00,3764,9057,10923,8685
11/10/2008 17:00,3506,9158,9972,7899
11/10/2008 18:00,3388,6864,7115,4925
11/10/2008 19:00,3031,4983,3980,2029
11/10/2008 20:00,2677,2897,2851,1050
11/10/2008 21:00,2478,2523,2518,962
11/10/2008 22:00,2248,2133,2366,633
11/10/2008 23:00,1722,1654,2076,412
12/10/2008 00:00,952,1219,1789,231
12/10/2008 01:00,729,790,1316,197
12/10/2008 02:00,775,879,1276,149
12/10/2008 03:00,855,1700,1752,280
12/10/2008 04:00,240,315,941,97
12/10/2008 05:00,94,112,257,38
12/10/2008 06:00,161,309,215,103
12/10/2008 07:00,201,94,270,116
12/10/2008 08:00,383,176,365,139
12/10/2008 09:00,705,686,651,241
12/10/2008 10:00,1121,2842,1451,1902
12/10/2008 11:00,1607,3701,3078,2468
12/10/2008 12:00,2512,3634,5247,3502
12/10/2008 13:00,2455,4748,6742,5254
12/10/2008 14:00,2574,5711,7332,6060
12/10/2008 15:00,2621,6222,7690,6344
12/10/2008 16:00,2422,5792,7287,5788
12/10/2008 17:00,2502,5271,6736,4523
12/10/2008 18:00,2434,3797,4296,3050
12/10/2008 19:00,2316,3250,2569,1346
12/10/2008 20:00,2171,2395,1622,683
12/10/2008 21:00,1508,1833,1136,507
12/10/2008 22:00,1537,1343,876,465
12/10/2008 23:00,780,995,730,308
13/10/2008 00:00,418,337,398,105
13/10/2008 01:00,221,370,221,56
13/10/2008 02:00,170,255,117,79
13/10/2008 03:00,119,162,114,70
13/10/2008 04:00,77,43,122,102
13/10/2008 05:00,158,103,253,282
13/10/2008 06:00,543,347,639,463
13/10/2008 07:00,1164,750,1263,693
13/10/2008 08:00,2483,1756,2435,1186
13/10/2008 09:00,2077,2272,2322,1629
13/10/2008 10:00,2202,4743,2522,2064
13/10/2008 11:00,2451,4837,3844,3622
13/10/2008 12:00,3319,6005,6090,4354
13/10/2008 13:00,5034,6973,9582,5946
13/10/2008 14:00,6671,5747,7554,5218
13/10/2008 15:00,4157,6412,6100,5544
13/10/2008 16:00,2972,6689,6119,5684
13/10/2008 17:00,3851,7616,8066,5708
13/10/2008 18:00,3107,5914,5845,3807
13/10/2008 19:00,2186,3812,3045,1682
13/10/2008 20:00,1899,2569,1877,954
13/10/2008 21:00,1504,1669,1442,599
13/10/2008 22:00,1214,1458,1112,334
13/10/2008 23:00,930,842,827,187
14/10/2008 00:00,348,337,425,88
14/10/2008 01:00,160,177,171,35
14/10/2008 02:00,194,160,140,58
14/10/2008 03:00,179,106,288,66
14/10/2008 04:00,63,64,122,94
14/10/2008 05:00,171,92,255,242
14/10/2008 06:00,614,264,593,508
14/10/2008 07:00,1264,744,1396,813
14/10/2008 08:00,3081,2430,3161,1497
14/10/2008 09:00,2733,3345,2778,2297
14/10/2008 10:00,3107,3790,2507,3166
14/10/2008 11:00,2724,4526,3140,3825
14/10/2008 12:00,3435,4695,5445,4709
14/10/2008 13:00,4146,6150,9153,5835
14/10/2008 14:00,3004,5887,6583,4633
14/10/2008 15:00,3585,5919,6054,4831
14/10/2008 16:00,3846,6829,6177,5020
14/10/2008 17:00,5235,8515,8069,5381
14/10/2008 18:00,3902,6363,5711,3684
14/10/2008 19:00,2218,2646,3103,1541
14/10/2008 20:00,1857,1834,2057,901
14/10/2008 21:00,1316,1572,1592,560
14/10/2008 22:00,1135,1308,1263,314
14/10/2008 23:00,836,811,978,206
15/10/2008 00:00,343,345,534,90
15/10/2008 01:00,164,221,216,44
15/10/2008 02:00,116,158,209,95
15/10/2008 03:00,185,185,192,103
15/10/2008 04:00,122,43,213,129
15/10/2008 05:00,125,99,300,277
15/10/2008 06:00,569,325,626,455
15/10/2008 07:00,1129,712,1504,877
15/10/2008 08:00,2984,2399,3120,1312
15/10/2008 09:00,2231,2502,2733,2484
15/10/2008 10:00,2084,2986,2821,4067
15/10/2008 11:00,2502,4131,4138,4631
15/10/2008 12:00,3382,5969,6862,5846
15/10/2008 13:00,3908,7852,10926,7152
15/10/2008 14:00,5339,6193,8632,5806
15/10/2008 15:00,4100,7258,7093,5636
15/10/2008 16:00,4057,8039,7167,6018
15/10/2008 17:00,5390,9486,10156,5643
15/10/2008 18:00,5333,9285,7801,4286
15/10/2008 19:00,3374,4628,3962,2092
15/10/2008 20:00,1817,2032,2312,1078
15/10/2008 21:00,1596,1799,1737,659
15/10/2008 22:00,5658,3415,1880,458
15/10/2008 23:00,1442,1131,1278,259
16/10/2008 00:00,599,479,778,137
16/10/2008 01:00,209,250,346,72
16/10/2008 02:00,165,290,278,97
16/10/2008 03:00,278,279,337,74
16/10/2008 04:00,97,101,175,146
16/10/2008 05:00,176,111,291,318
16/10/2008 06:00,557,335,644,466
16/10/2008 07:00,1111,651,1332,835
16/10/2008 08:00,2734,1652,2986,1389
16/10/2008 09:00,1989,1757,2575,2417
16/10/2008 10:00,2026,4855,2751,4134
16/10/2008 11:00,2390,6313,4005,4674
16/10/2008 12:00,4554,6462,6863,5392
16/10/2008 13:00,5578,7526,10648,6737
16/10/2008 14:00,5653,6151,8281,5116
16/10/2008 15:00,3562,7003,7010,5619
16/10/2008 16:00,3501,7687,8133,5976
16/10/2008 17:00,3921,8534,10735,6665
16/10/2008 18:00,3731,7864,10797,5958
16/10/2008 19:00,3017,6213,7482,3841
16/10/2008 20:00,2624,3936,4519,2602
16/10/2008 21:00,1861,2509,2461,1189
16/10/2008 22:00,1377,1595,1776,485
16/10/2008 23:00,1070,1146,1415,273
17/10/2008 00:00,577,571,986,156
17/10/2008 01:00,316,335,368,72
17/10/2008 02:00,357,294,296,107
17/10/2008 03:00,264,344,330,98
17/10/2008 04:00,164,123,178,117
17/10/2008 05:00,185,108,299,314
17/10/2008 06:00,584,319,709,425
17/10/2008 07:00,1230,651,1586,787
17/10/2008 08:00,2527,1989,3186,1187
17/10/2008 09:00,2026,2160,2978,2014
17/10/2008 10:00,2185,2725,3208,3953
17/10/2008 11:00,2682,4508,4831,4414
17/10/2008 12:00,3374,5937,8368,5378
17/10/2008 13:00,5377,7702,12162,6933
17/10/2008 14:00,3990,7769,8935,6122
17/10/2008 15:00,4747,8429,8392,6561
17/10/2008 16:00,4004,8986,8972,6794
17/10/2008 17:00,4058,8592,10667,6412
17/10/2008 18:00,3686,7097,8068,4391
17/10/2008 19:00,2895,4609,4303,2213
17/10/2008 20:00,2597,3330,2785,1123
17/10/2008 21:00,1865,2459,2586,748
17/10/2008 22:00,1795,1847,2022,485
17/10/2008 23:00,1606,1516,1727,404
18/10/2008 00:00,938,1104,1370,268
18/10/2008 01:00,498,625,904,188
18/10/2008 02:00,465,705,847,185
18/10/2008 03:00,477,971,1426,176
18/10/2008 04:00,116,195,417,74
18/10/2008 05:00,90,109,175,152
18/10/2008 06:00,223,218,397,263
18/10/2008 07:00,495,305,573,428
18/10/2008 08:00,698,732,836,863
18/10/2008 09:00,1289,1336,1589,2125
18/10/2008 10:00,2311,3168,3467,5026
18/10/2008 11:00,3015,6362,6922,6070
18/10/2008 12:00,3649,7827,9667,7752
18/10/2008 13:00,3702,8512,11223,9938
18/10/2008 14:00,4873,9245,12288,9132
18/10/2008 15:00,4636,9797,11660,9124
18/10/2008 16:00,3600,9061,10793,8743
18/10/2008 17:00,3660,8691,9898,8245
18/10/2008 18:00,3419,6584,6979,5226
18/10/2008 19:00,2706,4623,4093,2155
18/10/2008 20:00,2706,2971,2863,934
18/10/2008 21:00,2268,2447,2458,793
18/10/2008 22:00,2228,2091,2290,548
18/10/2008 23:00,1652,2126,2060,426
19/10/2008 00:00,947,1108,1787,262
19/10/2008 01:00,705,811,1315,194
19/10/2008 02:00,741,956,1220,174
19/10/2008 03:00,893,1271,1750,225
19/10/2008 04:00,193,284,927,68
19/10/2008 05:00,88,94,250,37
19/10/2008 06:00,135,279,219,135
19/10/2008 07:00,168,155,281,138
19/10/2008 08:00,268,241,352,189
19/10/2008 09:00,681,595,623,511
19/10/2008 10:00,1225,1247,1411,1920
19/10/2008 11:00,1594,2502,2993,2747
19/10/2008 12:00,1835,3554,4888,4193
19/10/2008 13:00,2201,4322,6207,5830
19/10/2008 14:00,3066,5291,6895,6566
19/10/2008 15:00,2947,5999,7070,6877
19/10/2008 16:00,2191,5045,6829,6406
19/10/2008 17:00,2235,5015,6199,5265
19/10/2008 18:00,2477,4233,4246,3517
19/10/2008 19:00,2163,3144,2475,1706
19/10/2008 20:00,2050,2456,1547,837
19/10/2008 21:00,1627,1648,1068,548
19/10/2008 22:00,1380,1153,958,457
19/10/2008 23:00,781,1060,729,300
20/10/2008 00:00,396,543,420,110
20/10/2008 01:00,238,278,221,50
20/10/2008 02:00,251,269,113,88
20/10/2008 03:00,162,169,155,66
20/10/2008 04:00,75,91,234,114
20/10/2008 05:00,168,136,212,275
20/10/2008 06:00,832,407,809,488
20/10/2008 07:00,1255,745,1290,747
20/10/2008 08:00,2437,1621,2511,1520
20/10/2008 09:00,1998,1929,2316,1892
20/10/2008 10:00,2319,2819,2535,2288
20/10/2008 11:00,2557,3871,3689,3483
20/10/2008 12:00,3009,6098,5967,4640
20/10/2008 13:00,3534,7714,9721,6210
20/10/2008 14:00,3301,6508,7258,5343
20/10/2008 15:00,3530,4550,6053,5732
20/10/2008 16:00,2779,5546,6043,5840
20/10/2008 17:00,3376,6844,7935,6021
20/10/2008 18:00,2610,5413,5960,3934
20/10/2008 19:00,1941,3405,2972,1791
20/10/2008 20:00,1606,2752,1845,992
20/10/2008 21:00,1228,1436,1307,612
20/10/2008 22:00,1176,848,1024,348
20/10/2008 23:00,770,556,700,178
21/10/2008 00:00,246,240,316,87
21/10/2008 01:00,142,145,117,39
21/10/2008 02:00,166,131,116,48
21/10/2008 03:00,139,228,139,141
21/10/2008 04:00,76,65,100,29
21/10/2008 05:00,129,112,236,192
21/10/2008 06:00,480,325,588,472
21/10/2008 07:00,1176,759,1298,644
21/10/2008 08:00,2442,1687,2956,1360
21/10/2008 09:00,2030,1630,2247,1161
21/10/2008 10:00,2532,5862,2429,3948
21/10/2008 11:00,2985,6369,3496,4587
21/10/2008 12:00,4734,6532,6359,5673
21/10/2008 13:00,6815,6301,10280,6752
21/10/2008 14:00,6278,5484,7109,4990
21/10/2008 15:00,3127,6324,4613,5107
21/10/2008 16:00,3219,6944,6019,5429
21/10/2008 17:00,3192,6721,8275,5760
21/10/2008 18:00,2869,5435,7172,3815
21/10/2008 19:00,2157,3395,3658,1780
21/10/2008 20:00,1638,1775,1964,943
21/10/2008 21:00,1313,1561,1484,582
21/10/2008 22:00,1095,1157,1136,365
21/10/2008 23:00,676,625,893,195
22/10/2008 00:00,275,239,445,72
22/10/2008 01:00,118,129,151,40
22/10/2008 02:00,116,105,125,87
22/10/2008 03:00,90,200,142,86
22/10/2008 04:00,35,44,172,121
22/10/2008 05:00,117,132,252,253
22/10/2008 06:00,501,241,577,428
22/10/2008 07:00,1074,710,1340,818
22/10/2008 08:00,2108,1651,2917,956
22/10/2008 09:00,1943,1549,2504,2254
22/10/2008 10:00,1858,4432,2523,4032
22/10/2008 11:00,2609,6195,3896,4346
22/10/2008 12:00,4961,6451,6430,5397
22/10/2008 13:00,7404,8592,10346,6488
22/10/2008 14:00,11458,7103,8114,5306
22/10/2008 15:00,3541,7648,6890,4865
22/10/2008 16:00,3532,8053,7061,5381
22/10/2008 17:00,3885,8247,9564,4939
22/10/2008 18:00,3385,6921,7515,3914
22/10/2008 19:00,2177,3226,3786,1921
22/10/2008 20:00,1980,2105,2274,971
22/10/2008 21:00,1334,1552,1704,579
22/10/2008 22:00,1272,1319,1388,413
22/10/2008 23:00,884,941,1174,226
23/10/2008 00:00,356,342,738,138
23/10/2008 01:00,205,193,272,69
23/10/2008 02:00,220,215,310,97
23/10/2008 03:00,162,291,388,72
23/10/2008 04:00,58,106,173,139
23/10/2008 05:00,137,119,289,291
23/10/2008 06:00,608,338,580,469
23/10/2008 07:00,1343,784,1288,829
23/10/2008 08:00,2704,2610,3264,1253
23/10/2008 09:00,2627,3101,2803,2434
23/10/2008 10:00,2274,3207,2658,4119
23/10/2008 11:00,2404,4301,3209,4609
23/10/2008 12:00,2939,5320,5897,5422
23/10/2008 13:00,3675,7040,9681,6726
23/10/2008 14:00,2820,5504,6571,5248
23/10/2008 15:00,3389,6673,6188,5791
23/10/2008 16:00,3244,6938,7330,6122
23/10/2008 17:00,3723,7830,10495,6737
23/10/2008 18:00,3561,7004,10967,5900
23/10/2008 19:00,2571,4740,7200,3660
23/10/2008 20:00,2266,3062,4190,2517
23/10/2008 21:00,1491,1882,1883,1187
23/10/2008 22:00,1275,1747,1315,461
23/10/2008 23:00,936,943,1043,265
24/10/2008 00:00,525,419,592,165
24/10/2008 01:00,321,256,241,86
24/10/2008 02:00,250,279,223,112
24/10/2008 03:00,260,332,230,108
24/10/2008 04:00,105,147,198,117
24/10/2008 05:00,146,82,267,332
24/10/2008 06:00,481,289,723,479
24/10/2008 07:00,1086,672,1575,852
24/10/2008 08:00,2041,1439,3169,1292
24/10/2008 09:00,1898,1675,2932,2181
24/10/2008 10:00,1809,5689,3223,4181
24/10/2008 11:00,2364,6526,4551,4781
24/10/2008 12:00,5365,7179,8431,6050
24/10/2008 13:00,7803,7392,12204,7858
24/10/2008 14:00,7865,6849,9385,6791
24/10/2008 15:00,4096,7424,7990,7246
24/10/2008 16:00,3507,7547,9030,7694
24/10/2008 17:00,3831,7612,10342,7246
24/10/2008 18:00,3297,6494,8195,4951
24/10/2008 19:00,2532,4625,4190,2401
24/10/2008 20:00,2503,3206,2662,1148
24/10/2008 21:00,1747,2105,1989,792
24/10/2008 22:00,1584,1727,1775,515
24/10/2008 23:00,1408,1420,1543,441
25/10/2008 00:00,843,881,1173,213
25/10/2008 01:00,465,517,776,152
25/10/2008 02:00,569,626,715,139
25/10/2008 03:00,431,801,1039,149
25/10/2008 04:00,122,199,321,66
25/10/2008 05:00,67,103,175,116
25/10/2008 06:00,208,286,342,214
25/10/2008 07:00,448,311,444,344
25/10/2008 08:00,689,1031,698,743
25/10/2008 09:00,1096,1607,1230,1620
